Reference	ID	Tags	Quote	Occurrence	Question	Response
10:27	g0lx				यदि कोही अविश्वासीले तिमीलाई भोजको लागी निम्तो दिन्छ र तिम्रो जाने मन छ भने तिमीले के गर्न सक्छौ ?	तिम्रो विवेकले कुनै प्रश्न नगरी तिमीले तिम्रो अगि राखिदिएको सबैकुरा खान सक्छौ ।
10:28-29	jgng				यदि तिमीलाई निम्तो दिने अविश्वासी साथीले तिमीले खान लागेको खाना मुर्तिलाई चढाएको हो भन्छ भने, किन तिमीले त्यो खानु हुदैन ?	तिमीलाई जानकारी गर्ने मानिसको खातिर र अरू मानिसको विवेकको खातिर तिमीले त्यो खानु हुदैन ।
10:31	eyhg				परमेश्वरको महिमाको लागी तिमीले के गर्नुपर्छ ?	हामीले खाने र पिउने लगायत सबै कुरा परमेश्वरको महिमाको लागी गर्नुपर्छ ।
10:32-33	anma				हामीले किन यहूदीहरूको वा ग्रीकहरूको वा परमेश्वरको मण्डलीको अपमान गर्नुहुदैन ?	हामीले तिनीहरूको अपमान गर्नुहुदैन ताकि तिनीहरू बाँच्न सकून ।
11:1	zv18				कोरिन्थीको विश्चासीहरूलाई पावलले कसको अनुसरण गर्न भन्छन् ? 	पावलले तिनीहरूलाई उनको आफ्नो अनुसरण गर्न भन्छन् ।
11:1	hxu8				पावलले कसको अनुसरण गरे ?	पावल ख्रीष्टको अनुसरण गर्ने व्यक्ति थिए ।
11:2	noh3				पावलले के को लागी कोरिन्थीको विश्वासीहरूको प्रशंसा गरे ?	सबैकुरामा पावललाई सम्झना गरेको कारण र कोरिन्थीहरूलाई जस्तो परम्परा दिइएको थियो त्यसलाई पक्रिरहेको कारण पावलले तिनीहरूको प्रशंसा गरे ।
11:3	fbzu				ख्रीष्टको शिर को हुनुहुन्छ ?	ख्रीष्टको शिर परमेश्वर हुनुहुन्छ ।
11:3	p9ff				मानिसको शिर को हुनुहुन्छ ?	प्रत्येक मानिसको शिर ख्रीष्टको हुनुहुन्छ ।
11:3	mn02				स्त्रीको शिर को हुनुहुन्छ ?	पुरुष स्त्रीको शिर हुनुहुन्छ ।
11:4	aetp				मानिसले आफ्नो शिर ढाकेर प्रार्थना गर्दा के हुन्छ ?	उसले आफ्नो शिरको अनादर गर्छ यदि उ शिर ढाकेर प्रार्थना गर्छ ।
11:5	mrpi				स्त्रीले आफ्नो शिर नढाकेर प्रार्थना गर्दा के हुन्छ ?	शिर नढाकेर प्रार्थना गर्ने स्त्रीले आफ्नो शिरको अनादर गर्छे ।  
11:7	bgmr				मानिसले किन आफ्नो शिर ढाक्नु हुदैन ?	उसले आफ्नो शिर ढाक्नु हुदैन किनभने ऊ परमेश्वरको प्रतिरूप र महिमा हो ।
11:9	ratf				स्त्री कसको लागी सिर्जिएकी थिई ?	स्त्री पुरूषको लागी सिर्जिएकी थिई ।
11:11-12	i00n				स्त्री र पुरूष दुवै किन एक अर्कासँग निर्भर हुन्छन् ?	स्त्री पुरूषबाट आएको हो र पुरूष स्त्रीबाट आएको हो ।
11:13	i31f				पुरूषहरूको र स्त्रीहरूको लामों कपाल बारे प्रक्रितीले के सिकाउँछ भनि पावल भन्छन् ?	पावलले भन्छन् कि प्रक्रितिले पुरूषले लामों कपाल राख्दा अपमान हुन्छ र स्त्रीहरूको लागी लामों कपाल उनको गौरव हो ।
11:19	ifwp				किन कोरिन्थीको विश्वासीहरूमा गुटहरू हुनुपर्छ ?	तिनीहरू माझ गुटहरू हुनुपर्छ ताकि स्वीक्रत भऐकाहरू तिनीहरू माझ चिनिउन ।
11:21	excy				कोरिन्थीका मण्डली जब खानलाई एकसाथ भेला भए तब के भइरहेको थियो ।	जब तिनीहरूले खाए, प्रत्येकले अरुको भन्दा अघि खाइसक्थे । एक भोकै हुन्थ्यो र अर्कोले पिएको हुन्थ्यो ।
11:23-24	q76g				उहाँ पक्राउ पर्नुभएको राती, रोटी भाँच्नु भएपछि प्रभुले के भन्नुभयो ?	उहाँले भन्नुभो, "यो तिम्रो लागी  मेरो शरीर हो; यो मेरो सम्झनामा गर।"
11:25	vtpv				खाना खाएपछि जब उहाँले कचौरा लिनुभयो तब प्रभुले के भन्नुभयो ।	उहाँले भन्नुभयो, " यो कचौरा नयाँ करारमा मेरो करार हो। जहिले तिमीहरूले यो पिउछौ मेरो सम्झनामा यो गर्ने गर् ।"
11:26	iy64				हरेक पल्ट जब तिमीहरूले यो खान्छौ र पिउछौ, तिमीहरूले के गरिरहेका हुन्छौ ?	प्रभु नआउन्ञेल तिमीहरू उहाँको म ृत्युको घोषणा गरिरहेका हुन्छौ ।
11:27	fw4u				किन एक व्यक्तिले अयोग्य रितिले रोटी खानु र प्रभुको कचौराबाट पिउनु हुदैन ?	त्यसो गर्नाले तिमी प्रभुको शरिर र रगतको दोषी ठहरिन्छौ ।
11:29	alql				जसले नबुझि रोटी खान्छ र कचौराबाट पिउँछ, उसलाई के हुन्छ ?	त्यसो गर्नाले त्यों व्यक्तिले खान्छ र पिउँछ र आफैमा न्याय गर्छ ।
11:30	puxg				धेरै कोरिन्थीका विश्वासीहरू जसले अयोग्य रितिले रोटी खाए र प्रभुको कचौराबाट पिए, तिनीहरूलाई के भयों ?	तिनीहरू मध्ये धेरै विरामी भए र कोही मरे ।
11:33	z77y				जब तिनीहरू खानलाई एकसाथ आउँछन् तब के गर्न पावलले कोरिन्थीको विश्वासीहरूलाई भन्छन् ?	उनले एक अर्कालाई पर्खिन भन्छन् ।
12:1	u620				के को वारेमा कोरिन्थीको विश्वासीहरूलाई जानकारी गराएको पावल चाहन्छन् ?	आत्मिक वरदानहरूको वारेमा जानकारी गराएको पावल चाहन्छन् ।
12:3	q4ki				परमेश्वरको आत्माद्वारा बोल्नेले के भन्न सक्दैन ? 	उसले भन्न सक्दैन, " येशू श्रापित हुनुहुन्छ। " 
12:3	d393				कसरी एक व्यक्तिले "येशू नै प्रभु हुन्" भन्न सक्छ ?	पवित्र आत्माद्वारा मात्र एक व्यक्तिले "येशू नै प्रभु हुन्" भन्न सक्छ ।
12:4-6	fi5g				सबै विश्वासीमा परमेश्वरले के सम्भव गराउनुहुन्छ ?	उहाँले सबै विश्वासीमा विभिन्न वरदान, विभिन्न सेवाहरू र विभिन्न प्रकारका कामहरू गर्न सम्भव गराउनुहुन्छ ।
12:7	zgje				आत्माको बाहिरी प्रर्दशन किन दिइएको हो ?	सबैको फाइदाको निम्ति यो दिइएको हो ।
12:9-10	y5e4				आत्मा द्वारा दिइएका वरदानहरू के के हुन् ?	केही वरदानहरू विश्वास, चङ्गाईको वरदान, शक्तिको काम, अगमवाणी, आत्माहरू छुट्टाउने क्षमता, विभिन्न प्रकारका भाषाहरू र भाषाका अर्थ खोल्ने हुन् ।
12:11	eycz				प्रत्येकले ग्रहण गर्ने वरदानहरू कसले रोज्नुहुन्छ ?	पवित्र आत्माले प्रत्येक व्यक्तिलाई दिने वरदानहरू उहाँले नै रोज्नुहुन्छ ।
12:13	b5s6				सबै विश्वासीहरूले के को बप्तिस्मा लिएका हुन्छन् ?	हामी सबैले एकै शरिरमा बप्तिस्मा लिएका हुन्छौ र सबैलाई एकै आत्माबाट पिउन दिईन्छ ।
12:18	z3pe				शरिरको हरेक अंगहरू कसले रचना गर्नुभयो र मिलाएर राख्नुभयो ।	परमेश्वरले रचना गर्नुभएको कारण उहाँले नै हरेक अंगहरू  मिलाएर राख्नुभयो ।
12:22	bs9c				थोरै आदरको देखिने शरिरका अंगहरू विना हामी रहन सक्छौ ?	अँह । थोरै आदरको देखिने शरिरका अंगहरू महत्वपूर्ण छन् ।
12:24	gplm				शरिरका हरेक भागहरू  तथा जो थोरै आदरका अंग छन्, परमेश्वरले तिनीहरूलाई के गर्नुभएको छ ?	परमेश्वरले सबै शरिरका अंगहरूलाई सगैँ जोड्नुभएको छ र आदर नपाएका अंगलाई धेरै आदरको तुल्याउनुभएको छ ।
12:25	wadc				किन परमेश्वरले आदर नपाएका अंगलाई धेरै आदरको तुल्याउनुभएको छ ?	उहाँले त्यसो गर्नुभएको कारण शरिर भित्र कुनै विभाजन नहोस् तर सबै अंगहरूले स्नेहसाथ एक अर्काको ख्याल राख्नुपर्छ ।
12:28	s9wt				परमेश्वरले मण्डलीमा कसलाई नियुक्त गर्नुभएको छ ?	परमेश्वरले मण्डलीमा पहिले प्रेरितहरू, दोस्रो अगमवक्ताहरू, तेस्रो शिक्षकहरू, तिनीहरू जो शक्तिशाली कार्य गर्छन्, चङ्गाईको वरदानहरू, तिनीहरू जो सहायता गर्छन्, प्रशासकहरू, र तिनीहरू जो विभिन्न प्रकारका भाषाहरू बोल्दछन् तिनीहरूलाई नियुक्त गर्नुभएको छ ।
12:31	ii2i				कोरिन्थीका विश्वासीहरूलाई पावलले कुन कुराको इच्छा गर्न भने ?	पावलले उनीहरूलाई अझ उत्तन वरदानहरूको इच्छा गर्नु भने ।
12:31	cs7e				कोरिन्थीका विश्वासीहरूलाई पावलले के देखाउँछु भने ?	उनले विश्वासीहरूलाई एक उत्क्रिष्ट बाटो सिकाउँछु भने ।
13:1	az4d				यदि पावलले मानिसहरू र स्वर्गदूतहरूको भाषामा बोले तापनि उनमा प्रेम छैन भने उनी के मात्र हुनेछन् ?	उनी हल्ला मच्चाउने घण्टा र झ्याई झ्याई गर्ने झ्याली मात्र हुनेछन् ।
13:2	tp14				यदि पावलसँग अगमवाणीको वरदान, सबै रहस्य खोज्ने ज्ञान र सम्पूर्ण विश्वास भएतापनि उनमा प्रेम छैन भने उनी के हुनेछन् ।	प्रेम बिना यि सबै थोक भएता पनि पावल केहि होइन ।
13:3	swse				पावलले आफ्नो सबै सम्पती गरिबहरूलाई बाँडेर आफ्नो शरिर जलाउनलाई दिएतापनि उनलाई केहि लाभ हुन्न, किन ?	पावलले यी सबै कुरा गरेपनि यदि उनमा प्रेम छैन भने यि कामहरूले उनलाई केहि लाभ मिल्दैन ।
13:5-7	mowc				प्रेमको केहि चारित्रिक गुणहरू के के हुन् ?	प्रेम सहनशील हुन्छ र दयालु हुन्छ; यसले डाह गर्दैन न  शेखी गर्छ; हठी हुदैन न ढीट हुन्छ । यसले आफ्नै सेवा गर्दैन, सजिलै रिसाउदैन, न खराबीको हिसाब राख्छ । खराबीमा प्रसन्न हुदैन तर सत्यमा रमाउँछ । यसले सबै कुरा सहन्छ, सबै कुरा पत्यार गर्छ, सबै कुरा प्रति आत्मविश्वास साख्छ रा सबै कुरा सहन्छ ।
13:8	necq				के चाँहि कहिल्यै अन्त्य हुदैन ?	प्रेनको कहिल्यै अन्त्य हुदैन ।
13:8-10	z4gn				के कुराहरू वितेर जानेछ वा बन्द हुनेछ ?	अगमवाणी, ज्ञान र अपूर्ण भएका कुराहरू वितेर जानेछ र भाषाहरू बन्द हुनेछ ।
13:11	zyxy				पावलले जब उनी जवान भए तब के गरे भनी भने ?	पावलले भने जब उनी जवान भए तब बालकको चाल छोडिदिए ।
13:13	vpuk				कुन तीन कुराहरू रहनेछन् र तीनमध्ये कुन चाँहि सर्वोत्तम हो ?	विश्वास, आशा र प्रेम रहनेछन् । यिनमा सबैभन्दा सर्वोत्तम चाँहि प्रेम हो ?
14:1	n48f				पावलले विशेषगरी कुन आत्मिकि वरदानको लागी हामी जोशिलो हुनुपर्छ भन्छन् ?	पावलले भने हामीले विशेषगरी अगमवाणी बोल्नका निम्ति जोशिलो हुनुपर्छ ।
14:2	yjaj				जब एक व्यक्तिले अन्यभाषामा बोल्दछ उसले कोसँग बोल्दैहुन्छ ?	उसले मानिससँग होइन तर परमेश्वरसँग बोल्दैहुन्छ ।
14:3-4	xy14				अगमवाणी बोल्नेले कसलाई निर्माण गर्छ र अन्यभाषामा बोल्नेले कसलाई निर्माण गर्छ ?	अगमवाणी बोल्नेले मानिसलाई निर्माण गर्छ र अन्यभाषामा बोल्नेले आफैलाई निर्माण गर्छ ।
14:7-9	o69v				कसैले नबुझ्ने बोलीलाई पावलले केसँग तुलना गर्छन् ?	उनले यसलाई बाजाजस्तै बाँसुरी वा वीणासँग तुलना गर्छन् जसले स्पष्ट ध्वनि निकाल्न सक्दैनन् र तुरहीसँग पनि जसको स्पष्ट ध्वनि हुदैन ।
14:12	ocz0				पावलले कोरिन्थीका विश्वासीहरू के गर्न जोशिलो हुनुपर्छ भनी भन्छन् ?	उनले भन्छन् तिनीहरू मण्डलीको निर्माण गर्ने उत्तम वरदान प्राप्त गर्न जोशिलो हुनुपर्छ ।
14:13	a2ud				अन्यभाषामा बोल्नेले केको लागी प्रार्थना गर्नुपर्छ ?	उसले अर्थ खोलोस् भनेर प्रार्थना गर्नुपर्छ ।
14:14	dcf5				जब उनले अन्यभाषामा प्रार्थना गरे तब उनको आत्मा र दिमागमा के भयो भनी पावलले भन्छन् ?	पावलले भने यदि उनले अन्यभाषामा प्रार्थना गरे भने उनको आत्माले प्रार्थना गर्यो तर उनको दिमागचाँहि निष्फल भयो ।
14:15	yjl4				पावलले कसरी प्रार्थना गर्नेछु र स्तुति गर्नेछु भनी भन्न्छन् ?	पावलले भने उनले आफ्नो आत्माले मात्र प्रार्थना गर्ने र स्तुति गर्ने होइन तर दिमागले पनि ती गर्नेछु ।
14:19	rcna				अन्यभाषामा दस हजार शब्दहरू बोल्नुभन्दा के गर्छु भनी पावल भन्छन् ?	पावलले भने कि उनी आफ्नो सनझबाट पाँच शब्दहरू बोन्लेछन् जसद्वारा अरूहरूले शिक्षा पाउन् ।
14:22	x6ax				अन्यभाषाहरू र अगमवाणीहरू कसको निम्ति चिन्ह हो ?	अन्यभाषाहरू अविश्वासीहरूको निम्ति चिन्ह हो र अगमवाणीचाँहि विश्वासीहरूको निम्ति चिन्ह हो ।
14:23	lzt8				बाहिरकाहरू र अविश्वासीको यदि मण्डलीमा आए र सबैजना अन्यभाषामा बोल्दैरहेका भए, त्यों सुनेर तिनीहरूले के भन्नेछन् ?	तिनीहरूले भन्नेछन् कि विश्वासीहरू पागल भए ।
14:24	tua2				यदि मण्डलीमा भएका सबैले अगमवाणी बोल्दै थिए र बाहिरकाहरू र अविश्वासीहरू भित्र आए भने के हुनेछ भनि पावल भन्छन् ?	पावलले भन्छन् कि अविश्वासी वा बाहिरका मानिसले विश्वास गर्ने थिए र तिनले सुनेका सबैकुरा बाट जाँचिने थिए ।
14:25	z85j				यदि ती अगमवाणीले उसको ह्रदयका गुप्त कुराहरू प्रकट हुन्छ भने उसले के गर्नेछ ?	उसले आफ्नो मुहार निहुराएर परमेश्वरको आराधना गर्नेछ र परमेश्वर तिनीहरूका माझमा हुनुहुन्छ भनि घोषणा गर्नेछ ।
14:27-28	y7pr				जब विश्वासीहरू एक साथ भेला हुन्छन् तब अन्यभाषा बोल्नेलाई पावलले के शिक्षा दिन्छन् ?	उनले भन्छन् कि दुई वा तीनले पालोसँग बोलून । यदि यहाँ अर्थ खोल्ने कोही नभए, बोल्ने मानिस मण्डलीमा चुप रहोस् । 
14:29-30	yqkw				जब विश्वासीहरू एक साथ भेला हुन्छन् तब अगमवाणी बोल्नेलाई पावलले के शिक्षा दिन्छन् ?	पावलले भन्छन् कि दुई वा तीन अगमवाणी बोल्नेहरूले बोलून र अरूले तिनीहरूले बोलेको जाँच गरून् । यदि अर्को अगमवाणी बोल्नेलाई प्रकाश आयो भने पहिलो वक्ता चाँहि चुप रहोस् । 
14:34	p570				स्त्रीहरू कहाँ बोल्ने अनुमति छैन भनी पावलले भन्छन् ?	पावलले भन्छन् कि स्त्रीहरू मण्डलीमा बोल्ने अनुमति छैन ।
14:35	lyhw				यदि तिनीहरू केही सिक्ने इच्छा गर्छन भने स्त्रीहरूले के गर्नुपर्छ भनि पावलले भन्छन् ?	पावलले तिनीहरूलाई आफ्नो पतिसँग घरमा सोध्नु भनि भन्छन् ।
14:35	r5ke				मानिसहरूले मणडलीमा बोल्ने स्त्रीलाई कस्तो नजरले हेर्छन् ?	यसलाई अपमानको रूपमा हेरिन्थ्यो।
14:37	smw2				आफैलाई अगमवक्ता वाँ आत्मिकी सोच्ने व्यक्तिले के कुरा थाह गर्नुपर्छ भनि पावलले भन्छन् ?	पावलले भने उनले कोरिन्थीको विश्वासीहरूलाई लेखेका कुराहरू प्रभुको आज्ञा हो भनि थाह गर्नुपर्छ ।
14:40	m5ko				मण्डलीमा सबैकुरा कसरी गरिनुपर्छ ?	सबैकुरा ठिकसँग र क्रमैसँग गरिनुपर्छ ।
15:1	nwpg				भाइ बहिनीहरूलाई पावलले के कुराको स्मरण गराए ?	उनले तिनीहरूलाई घोषणा गरेको सुसमाचारको स्मरण उनले तिनीहरूलाई गराए ।
15:2	nos9				यदि कोरिन्थीहरूलाई पावलले प्रचार गरेको सुसमाचारद्वारा बचाइनु छ भने के सर्त पुरा गर्नुपर्छ ?	पावलले तिनीहरूलाई भने यदि तिनीहरू उनले प्रचार गरेको वचनमा दह्रिलो भइरहे भने तिनीहरू बचाइनेछन् ।
15:3-5	rvez				सुसमाचारका भागहरू के के हुन् जो पहिलो महत्त्वका थिए ?	पहिलो महत्त्वका सुसमाचारका भागहरू यी हुन्, धर्मशास्त्र अनुसार ख्रीष्ट हाम्रा पापहरूको लागी मर्नुभयो र उहाँ गाडिनुभयो र धर्मशास्त्र अनुसार उहाँ तेस्रो दिनमा बौरिउठ्नुभयो ।
15:6-8	wxl4				मरेकाबाट जीवित भए पछि ख्रीष्ट कसकहाँ देखापर्नुभयो ?	मरेकाबाट जीवित भएपछि ख्रीष्ट केफासकहाछ, बाह्र कहाँ, एकै पल्ट ५०० भन्दा बढी भाइहरू र बहिनीहरूकहाँ, याकुबकहाँ, सबै प्रेरितहरूकहाँ र पावलकहाँ देखापर्नुभयो ।
15:9	i6jj				किन पावलले उनी प्रेरितहरूमा सबैभन्दा सानो भन्छन् ?	उनले यो भने किनभने उनले परमेश्वरको मण्डलीलाई सताएका थिए ।
15:12	g8sc				पावलले के अर्थ लगाए की कोहि कोरिन्थीका विश्वासीहरूले पुनरूत्थानको बारेमा भन्दै थिए ?	पावलले अर्थ लगाए की तिनीहरूमध्ये कोहिले भन्दै थिए की मरेकोबाट पुनरुत्थान हुदैन ।
15:13-14	twex				यदि मरेकोबाट पुनरुत्थान हुदैन भने, पावलले के कुरा सत्य हुनुपर्छ भने ?	पावलले भने की यदि पुनरुत्थान हुदैन भने, ख्रीष्ट पनि मरेकोबाट जीवित हुनु भएको छैन, र पावल र उनी जस्तै अरूहरूको प्रचार व्यर्थ हो र कोरिन्थीहरूको विश्वास पनि व्यर्थ हो ।
15:18	ke16				यदि ख्रीष्ट बौरी नउठ्नुभएको भए, ती ख्रीष्टमा मरेकाहरूको के हुनथ्यो ? 	तिनीहरू नाश हुनेथिए ।
15:19	qq81				यदि यही जीवनमा नै हामीमा ख्रीष्टसँगको भविष्य प्रति आत्माविश्वास भएको भए के कुरा स्याही हो भनि पावल भन्छन् ?	यदि यो यस्तो हो भने पावल भन्छन् कि सबै मानिसमध्ये हामी दयनिय हुन्छौ ।
15:20	jptb				पावलले ख्रीष्टलाई के भनि बोलाउँछन् ?	उनले ख्रीष्टलाई "मरेकाहरूको पहिलो फल" भनि बोलाउँछन् ।
15:22	z63e				त्यो मानिस को थियो जसद्वारा संसारमा म ृत्यु प्रवेश गर्यो र को द्वारा सबै बचाइनेछन् ?	आदमद्वारा संसारमा म ृत्यु प्रवेश गर्यो र ख्रीष्टद्वारा सबै बचाइनेछन् ।
15:23	y1ns				ख्रीष्टमा भएका मानिसहरू कहिले जीइउठाइनेछन् ?	यो ख्रीष्ट येशूको आगमनमा हुनेछ ।
15:24	e4zx				अन्त्यमा के हुनेछ ?	येशू ख्रीष्टले परमेश्वर पितालाई राज्य हस्तान्तरण गर्नुहुनेछ, जब उहाँले सबै नियम, अधिकार र शक्ति खारेज गर्नुहुनेछ ।
15:25	keqk				ख्रीष्टको शासनकाल कति लामो हुनेछ ?	जबसम्म उहाँले सबै शत्रुहरूलाई परास्त गर्नुहुन्न, उहाँले राज्य गर्नुहुनेछ ।
15:26	mxlv				सर्वनाश गरिने अन्तिम शत्रु को हो ?	सर्वनाश गरिने अन्तिम शत्रु म ृत्यु हो ।
15:27	n3jj				"उहाँले सबै थोक आफ्नो पाउमुनि राख्नुभएको छ" भन्दा को त्यसमा समावेश हुनुहुन्न ?	परमेश्वर जसले सबै थोक पुत्रकों आधिनमा दिनुभएको छ, उहाँ आफै चाँहि ति सबै थोकमा समावेश हुनुहुन्न । 
15:28	h5ep				पुत्रले के गर्नुहुनेछ जसद्वारा परमेश्वर पिता सबैमा सबै हुन सक्नुहुन्छ ?	पुत्र आफै उहाँको अधिनमा बस्नुहुनेछ जसले सबै थोक उहाँको अधिनमा दिनुभयो ।
15:32	z3r6				यदि मरेकाहरू बौरी उठेनन् भने तिनीहरूले पनि के गर्न सक्छन् भनि पावलले घोषणा गरे ?	पावलले घोषणा गर्नुभयो, " हामी खाऔं र पिऔं, किनकि भोलि हामी मर्नेछौ ।"
15:34	qket				पावलले कोरिन्थीहरूलाई के गर्न आदेश दिए ?	उहाँले उनीहरूलाई भद्र, धर्मी जीवन बिताउन र पाप नगर्न आदेश दिनुभयो ।
15:34	mgv6				पावल के लाई कोरिन्थीहरूको लाज भन्नुहुन्छ ?	उनले भने उनीहरूमध्ये कोही कोहीमा परमेश्वरको ज्ञान छैन ।
15:35-38	ryd0				पावलले शरिरको पुनरूत्थानको केसगँ तुलना गरे ?	उनले यसको तुलना जमिनमुनि रोपिएको बिउसगँ तुलना गरे ।
15:36	dfvx				बिउ बढ्न अघि के हुनु जरूरी छ ?	त्यों नर्नुपर्छ ।
15:37	hz38				के रोपिएको बिउ उम्रने विरूवा जस्तै देखिन्छ ?	देखिदैन, जे रोपिन्छ त्यों त्यसबाट बढ़ने विरूवा जस्तों देखिन्छ ।
15:39	zdxx				के सबै शरिर उस्तै हुन् ?	होइन। सबै शरिर उस्तै हुदैनन् ।मानिसको, जनावरको, पंक्षी अनि माछाको शरिर सबै एक अर्काबाट फरक हुन्छन् ।
15:40	wu1v				के अन्य प्रकारका शरिर हुन्छन् ?	स्वर्गीय शरिर र संसारिक शरिर हुन्छन् ।
15:41	sf78				के सूर्य, चन्द्रमा र ताराहरू सबैको समान महिमा छ?	सूर्यको महिमा फ़र्क़ छ, र चन्द्रमाको फ़रक महिमा अनि ताराहरूको फ़र्क़ महिमा छः एक ताराको महिमा अर्कों ताराको महिमा भन्दा फ़रक छ ।
15:42-44	w329				हाम्रो नाशवान् शरिरहरू कसरी गाडिन्छन् ?	तिनीहरू बेवास्ता, अपमान र दयनीय  रुपमा गाडिन्छन् ।
15:42-44	bexl				मरेकोबाट जीवित भई उठ्दा हाम्रो अवस्था कस्तो हुन्छ ? 	जे बौरी उठ्छ त्यों अविनाशी आत्मिक शरिर हो, त्यों महिमा र शक्तिमा उठाइन्छ । 
15:45	hxa1				पहिलो मानिस आदम के बने ?	उनी एक जीवित आत्मा बने ।
15:45	hztq				अन्तिम आदम के बने ?	अन्तिम आदम जीवन दिने आत्मा बन्नुभयो ।
15:47	mp68				पहिलो मानिस र दोस्रो मानिस कहाँबाट आए ?	पहिलो मानिस माटोबाट बनिएको प ृथ्वीको हुन् । दोस्रो मानिस स्वर्गको हुन् ।
15:49	w438				हामीले कसको प्रतिरूप धारण गरेका थियौ र कसको प्रतिरूप धारण गर्नेछौ ?	जारी हामीले माटोको मानिसको प्रतिरूप धारण गरेका थियौ त्यसरी नै हामी स्वर्गीय मानवको  रूप धारण गर्नेछौ ।
15:50	k3wt				के चाँहि परमेश्वरको राज्यको भागीदार हुन सक्दैन ?	मानव शरिर र रगत परमेश्वरको राज्यको भागीदार हुन सक्दैन ।
15:51	isjg				हामी सबैलाई के हुनेछ ?	हामी सबै परिवर्तन हुनेछौ ।
15:52	v1or				कहिले र कति तिव्र गतिमा हामी परिवर्तन हुनेछौ ?	जब तुरहीको आवाज़ अन्तिम पटक सुनिन्छ, हामी क्षणभर मै, आँखाको निमेषमा परिवर्तन हुनेछौ ।
15:54	er4n				यो नाशवान शरिर अविनाशी र नश्वर शरिरले अमरत्त्व धारण गरेपछि के हुनेछ ? 	म ृत्युमाथि विजय मिल्नेछ ।
15:56	w1na				म ृत्युको खील र पापको शक्ति के हो ?	म ृत्युको खील पाप हो र पापको शक्ति व्यवस्था हो ।
15:57	y2zi				परमेश्वरले कोद्वारा हामीलाई विजय दिनुभयो ?	परमेश्वरले येशू ख्रीष्टद्वारा हामीलाई विजय दिनुभयो ।
15:58	qmkz				कोरिन्थीका भाइबहिनीहरूलाई अटल, अचल र प्रभुको कामको लागी सधै भरिपूर्ण भइरहन पावलले के कारण दिन्छन् ?	पावलले उनीहरूलाई भन्छन् कि यो निरन्तर गरिरहो, किनकि उनीहरूलाई थाहा छ परमेश्वरमा उनीहरूको काम व्यर्थ जानेछैन ।
16:1	xq9p				सन्तहरूको लागी संकलन गर्ने सन्दर्भमा कोरिन्थीको मण्डलीलाई जस्तै पावलले कसलाई निर्देशन दिए ?	पावलले गलातीको मण्डलीहरूलाई कोरिन्थीका मण्डलीलाई झै निर्देशन दिए ।
16:2	bw1f				पावलले कोरिन्थीका मण्डलीहरूलाई कसरी भेटी संकलन गर्न भने ?	पावल आउँदा कुनै भेटी संकलन नहोस् भनेर हप्ताको पहिलो दिन तिनीहरू प्रत्येकले केही न केही राख्नु र प्रत्येकले सके जति जम्मा गरी राख्नु भनि पावलले तिनीहरूलाई भन्नुभयो ।
16:3	v3nz				त्यों भेटी कसलाई जादैथियो ?	उक्त भेटी येरूशलेमका सन्तहरूकहाँ जादैथियो ।
16:5	mh6t				पावल कहिले कोरिन्थको मण्डलीमा आउदैथिए ?	पावलले माकेडोनिया भएर जाँदा उनीहरूकहाँ आउनेछु भन्नुभयो ।
16:7	uje8				पावलले किन तुरून्तै छोटो समयको लागि कोरिन्थीका सन्तहरूलाई भेट्न मन गर्नुभयो ?	यदि प्रभुको अनुमति भए पावल उनीहरूसँग छोटो समयको भन्दा बढ़ी गरी भेट्न चाहन्थे ।
16:8-9	jqqc				पावल किन पेन्तिकोसम्म एफिससमा बस्दैथिए ?	पावल एफिसस मैं बसे किनभने त्यहाँ उनको लागु फराकिलो ढोका खोलिएको थियो र त्यहाँ धेरै विरोधीहरू पनि थिए ।
16:10	spyj				तिमोथीले के गर्दै थिए ?	पावलले जस्तै उनले पनि प्रभुको काम गर्दै थिए ।
16:10-11	lt0q				What did Paul command the church at Corinth to do concerning Timothy?	Paul told the church at Corinth to see that Timothy was with them unafraid. Paul told them not to despise Timothy and also to help Timothy on his way in peace.
16:12	ac6t				What did Paul strongly encourage Apollos to do?	Paul strongly encouraged Apollos to visit the saints at Corinth.
16:15	cj11				Who among the Corinthians had set themselves to the service of the saints?	The household of Stephanas set themselves to the service of the saints.
16:16	umfu				What did Paul tell the Corinthian saints to do concerning the household of Stephanas?	Paul told them to be in submission to such people.
16:17-18	enlc				What did Stephanas, Fortunatus, and Achaicus do for Paul?	They made up for the absence of the Corinthian saints and refreshed Paul’s spirit.
16:19-20	c8so				Who sent their greetings to the church at Corinth?	The churches of Asia, Aquila and Priscilla, and all the brothers and sisters sent their greetings to the church at Corinth.
16:22	ptjl				What did Paul say concerning those who do not love the Lord?	Paul said, “If any one does not love the Lord, let a curse be on him.”
