Reference	ID	Tags	Quote	Occurrence	Question	Response
10:11	o9m6				पावलले आफूलाई व्यक्तिगत रूपमा आफूले लेखेका पत्रहरूभन्दा धेरै फरक ठान्नेहरूलाई के भने?	पावलले भने कि उनले पत्रमा के भनेका थिए जब उनी टाढा हुँदा उनी कोरिन्थका सन्तहरूसँग हुँदा उसले गर्ने जस्तै हुनेछ।
10:12	qkvy				आफ्नो प्रशंसा गर्नेहरूले आफूलाई अन्तरदृष्टि नभएको देखाउन के गरे?	तिनीहरूले आफूलाई एकअर्काद्वारा नापे र आफूलाई एक-अर्कासँग तुलना गर्दा तिनीहरूसँग कुनै अन्तरदृष्टि नभएको देखाए।
10:13	gpyw				पावलको घमण्डको सीमा के थियो?	पावलले आफ्नो घमण्ड कोरिन्थीहरूसम्म पुग्ने गरी परमेश्वरले तिनीहरूलाई तोक्नुभएको क्षेत्रमा रहने बताए। पावलले भने कि तिनीहरूले अरूको श्रमको बारेमा, अर्कोको क्षेत्रमा भइरहेको कामको बारेमा घमण्ड गर्नेछैनन्।
10:15-16	afkv				पावलको घमण्डको विशेष सीमा के थियो?	पावलले भने कि तिनीहरूको घमण्ड परमेश्वरले तिनीहरूलाई तोक्नुभएको क्षेत्रमा रहिरहनेछ, कोरिन्थीहरूसम्म पनि पुग्छ। पावलले भने कि तिनीहरूले अरूको श्रमको बारेमा, अर्कोको क्षेत्रमा भइरहेको कामको बारेमा घमण्ड गर्नेछैनन्।
10:18	vgxf				अनुमोदन प्राप्त गर्ने को हो?	जसले अनुमोदन पाउनुहुन्छ, उहाँ नै परमप्रभुले प्रशंसा गर्नुहुन्छ।
11:2	qdgp				कोरिन्थका सन्तहरूप्रति पावलको ईश्‍वरीय ईर्ष्या किन थियो?	उहाँ तिनीहरूको लागि ईर्ष्यालु हुनुहुन्थ्यो किनभने उहाँले तिनीहरूलाई ख्रीष्टको लागि शुद्ध कुमारीको रूपमा प्रस्तुत गर्ने एउटै पतिसँग विवाह गर्ने प्रतिज्ञा गर्नुभएको थियो।
11:3	boci				कोरिन्थका सन्तहरूबारे पावललाई के डर थियो?	पावललाई डर थियो कि तिनीहरूका विचारहरू ख्रीष्टप्रतिको निष्कपट र शुद्ध भक्तिबाट बहकाउन सकिन्छ।
11:4	dh9x				कोरिन्थका सन्तहरूले के सहन गरे?	तिनीहरूले पावल र तिनका साथीहरूले प्रचार गरेको भन्दा फरक सुसमाचार, अर्को येशूको घोषणा गर्ने कोही आएर सहने।
11:7	xbyg				पावलले कोरिन्थीहरूलाई कसरी सुसमाचार प्रचार गरे?	पावलले कोरिन्थीहरूलाई स्वतन्त्र रूपमा सुसमाचार प्रचार गरे।
11:8	zb8y				पावलले कसरी अन्य मण्डलीहरूलाई "लुटे"?	कोरिन्थीहरूको सेवा गर्न सकून् भनेर तिनीहरूबाट समर्थन स्वीकार गरेर तिनले तिनीहरूलाई “लुटे”।
11:13	temx				आफूले घमण्ड गर्ने कुराहरूमा पावल र तिनका साथीहरूको बराबरी पाउन चाहनेहरूलाई पावलले कसरी वर्णन गर्छ?	पावलले त्यस्ता मानिसहरूलाई झूटा प्रेरितहरू, छल गर्ने कामदारहरू, ख्रीष्टका प्रेरितहरूको भेषमा वर्णन गर्छन्।
11:14	mzrh				पावलले त्यस्ता मानिसहरूलाई झूटा प्रेरितहरू, छल गर्ने कामदारहरू, ख्रीष्टका प्रेरितहरूको भेषमा वर्णन गर्छन्।	उसले आफूलाई ज्योतिको स्वर्गदूतको रूपमा अस्वीकार गर्छ।
11:16	s9lm				पावलले किन कोरिन्थका सन्तहरूलाई उहाँलाई मूर्ख जस्तै स्वीकार गर्न आग्रह गरे?	पावलले तिनीहरूलाई मूर्ख झैं उहाँलाई ग्रहण गर्न आग्रह गरे ताकि उसले थोरै घमण्ड गर्न सकून्।
11:19-20	go6f				पावलले कोरिन्थका सन्तहरूले खुसीसाथ कसको साथमा राखे भने?	पावलले भने कि तिनीहरूले खुसीसाथ मूर्खहरू, तिनीहरूलाई दास बनाउने कसैसँग, तिनीहरूको बीचमा विभाजन ल्याउने, तिनीहरूको फाइदा उठाउने, वा तिनीहरूको अनुहारमा थप्पड हान्नेसँग।
11:22-23	y0t3				पावलको घमण्डीहरूले आफूलाई पावलसँग बराबरी पाउन चाहनेहरूसित तुलना गर्ने घमण्डहरू के हुन्?	पावलले आफू हिब्रू, इजरायली र अब्राहामको सन्तान हुँ भनी आफूलाई पावलको बराबरी भएको दाबी गर्नेहरूले जस्तै घमण्ड गरे। पावलले भने कि उहाँ तिनीहरू भन्दा धेरै ख्रीष्टको सेवक हुनुहुन्थ्यो - अझ धेरै कडा परिश्रममा, धेरै जेलहरूमा, मापनभन्दा बाहिरको पिटाइमा, मृत्युको धेरै खतराहरू सामना गर्दै।
11:24-26	r6hw				पावलले सहने केही विशेष खतराहरू के थिए?	पावलले यहूदीहरूबाट पाँच पटक “४० कोर्रा माइनस एक” पाए। उनलाई तीन पटक रडले कुटेको थियो । एक पटक ढुङ्गाले हाने । तीन पटक उनी जहाज भत्किए । उनले एक रात र एक दिन खुला समुद्रमा बिताए। ऊ नदीहरूबाट, डाँकुहरूबाट, आफ्नै मानिसहरूबाट, अन्यजातिहरूबाट खतरामा थियो। ऊ सहरमा, उजाडस्थानमा, समुद्रमा र झूटा भाइहरूबाट खतरामा थियो।
11:29	sbcz				पावलका अनुसार के कारणले उसलाई भित्र जलेको थियो?	एउटाले अर्कोलाई पापमा फसाउनको लागि पावललाई भित्रभित्रै जलाएको थियो।
11:30	s4tr				पावलले घमण्ड गर्नुपरेको भए के कुरामा घमण्ड गर्छु भन्‍नुभयो?	पावलले आफ्ना कमजोरीहरू देखाउने कुरामा घमण्ड गर्ने बताए।
11:32	xdhi				दमस्कसमा पावललाई कस्तो खतरा थियो?	दमस्कसका राज्यपालले पावललाई पक्रन सहरको पहरा दिए।
12:1	c7ux				पावलले अब केको बारेमा घमण्ड गर्नेछु भन्नुभयो?	पावलले भने कि उनी प्रभुबाट दर्शन र प्रकाशहरूको बारेमा घमण्ड गर्न जानेछन्।
12:2	pc03				14 वर्षअघि ख्रीष्टमा भएको मानिसलाई के भयो?	उहाँलाई तेस्रो स्वर्गमा समातियो।
12:6	j4ow				पावलले घमण्ड गरेमा मूर्खता हुँदैन भनेर किन भन्छन्?	पावलले भने कि उसको लागि घमण्ड गर्नु मूर्खता हुनेछैन किनकि उसले सत्य बोल्दैछ।
12:7	qkhc				पावललाई फुल्न नदिनको लागि के भयो?	पावललाई शरीरमा काँडा दिइएको थियो, उहाँलाई सताउन शैतानको दूत।
12:9	qb1l				पावलले प्रभुलाई आफ्नो शरीरको काँढा हटाउन आग्रह गरेपछि प्रभुले पावललाई के भन्नुभयो?	प्रभुले पावललाई भन्नुभयो, "मेरो अनुग्रह तिम्रो लागि पर्याप्त छ, किनकि शक्ति कमजोरीमा सिद्ध हुन्छ।"
12:9	aey9				पावलले किन आफ्नो कमजोरीमा घमण्ड गर्नु राम्रो हो भन्नुभयो?	ख्रीष्टको शक्ति उहाँमा बसोस् भनेर पावलले यो उत्तम भएको बताए।
12:12	s3fj				कोरिन्थीहरूका बीचमा सम्पूर्ण धैर्यताका साथ के गरियो?	चमत्कारहरू र शक्तिशाली कामहरू, एक प्रेरितको साँचो चिन्हहरू, तिनीहरूका बीचमा सम्पूर्ण धैर्यताका साथ प्रदर्शन गरियो।
12:14	wcan				पावलले किन कोरिन्थीहरूलाई उहाँ तिनीहरूको लागि बोझ हुनुहुन्न भन्नुभयो?	पावलले उनीहरूलाई यो कुरा उनीहरूलाई देखाउनको लागि भनेका थिए कि उहाँ तिनीहरूको कुरा चाहँदैनन्। उहाँ तिनीहरूलाई चाहनुहुन्थ्यो।
12:15	gfv8				पावलले कोरिन्थका सन्तहरूका लागि आफूले सबैभन्दा खुसीसाथ के गर्छु भन्‍नुभयो?	पावलले भने कि उनी धेरै खुसीसाथ खर्च गर्नेछन् र तिनीहरूको आत्माको लागि खर्च हुनेछन्।
12:19	xz62				पावलले यी सबै कुराहरू कोरिन्थका सन्तहरूलाई कुन उद्देश्यले भनेका थिए?	पावलले यी सबै कुराहरू कोरिन्थी सन्तहरूलाई बलियो बनाउन भने।
12:20	ihut				कोरिन्थका सन्तहरूकहाँ फर्किंदा पावललाई के भेट्ट दिने डर थियो?	तिनीहरूका बीचमा झगडा, ईर्ष्या, क्रोधको प्रकोप, स्वार्थी महत्वाकांक्षा, गफ, घमण्ड र अराजकता भेटिने डर पावललाई थियो।
12:21	rfkd				परमेश्‍वरले तिनलाई के गर्नुहुनेछ भनी पावललाई के डर थियो?	पावललाई डर थियो कि परमेश्वरले पावललाई कोरिन्थका सन्तहरूसामु नम्र पार्नुहुनेछ।
12:21	tdhb				के कारणले पावलले पहिले पाप गरेका कोरिन्थका धेरै सन्तहरूका लागि आफूले शोक गर्न सक्छ जस्तो लाग्छ?	पावललाई डर थियो कि उनीहरूले पहिले अभ्यास गरेको अशुद्धता र यौन अनैतिकता र कामुक भोगबाट पश्चात्ताप नगर्न सक्छ।
13:1-2	cf6k				2कोरिन्थी लेखिएको समयमा पावल कोरिन्थी सन्तहरूकहाँ कति पटक आएका थिए?	२ कोरिन्थी लेखिएको समयमा पावल तिनीहरूकहाँ दुई पटक आइसकेका थिए।
13:3	v2d0				पावलले पाप गरेका कोरिन्थी सन्तहरू र अरू सबैलाई किन भने कि यदि उहाँ फेरि आउनुभयो भने, उहाँले तिनीहरूलाई छोड्नुहुनेछैन?	पावलले तिनीहरूलाई यो भने किनभने कोरिन्थका सन्तहरूले ख्रीष्ट पावलद्वारा बोल्दै हुनुहुन्थ्यो भनी प्रमाण खोजिरहेका थिए।
13:5	oyi5				केको लागि पावलले कोरिन्थका सन्तहरूलाई आफैलाई जाँच्न र जाँच्न भनेका थिए?	पावलले तिनीहरूलाई जाँच गर्न र तिनीहरू विश्वासमा छन् कि भनेर जाँच्न भने।
13:6	tpme				कोरिन्थका सन्तहरूले पावल र तिनका साथीहरूको बारेमा के भेट्टाउनेछन् भन्ने कुरामा पावल विश्वस्त थिए?	पावल विश्वस्त थिए कि कोरिन्थका सन्तहरूले तिनीहरू अस्वीकृत होइनन्, तर परमेश्वरबाट अनुमोदित थिए भनेर भेट्टाउनेछन्।
13:8	x6m8				आफू र तिनका साथीहरूले गर्न नसक्ने कुरा पावलले के भने?	पावलले भने कि तिनीहरू सत्यको विरुद्धमा केही गर्न सक्षम थिएनन्
13:10	m3b8				कोरिन्थका सन्तहरूबाट टाढा हुँदा पावलले किन यी कुराहरू लेखे?	पावलले तिनीहरूसँग हुँदा तिनीहरूप्रति कठोर व्यवहार गर्नु नपरोस् भनेर यसो गरे।
13:10	qgbu				कोरिन्थका सन्तहरूको सन्दर्भमा प्रभुले दिनुभएको अख्तियार पावलले कसरी प्रयोग गर्न चाहन्थे?	पावलले आफ्नो अख्तियार कोरिन्थका सन्तहरूलाई निर्माण गर्न र तिनीहरूलाई भत्काउन प्रयोग गर्न चाहन्थे।
13:11-12	qz8o				अन्तमा, पावलले कोरिन्थीहरूले के गरेको चाहन्थे?	पावलले उनीहरूले रमाउन, पुनर्स्थापनाको लागि काम गरेको, एकअर्कासँग सहमत भएको, शान्तिमा बस्ने र एकअर्कालाई पवित्र चुम्बनद्वारा अभिवादन गरेको चाहन्थे।
13:14	jbtv				पावले कोरिन्थका सबै सन्तहरू आफैंले के चाहन्छन्?	पावलले ती सबैलाई प्रभु येशू ख्रीष्टको अनुग्रह, परमेश्वरको प्रेम र पवित्र आत्माको सङ्गति प्राप्त गरेको चाहन्थे।
